,G1000116,M1004271,M0001227,M0000612,S0059843,S0059744,M0000185,M0000271
2007-12-12,102.2929,5.05,4.55,6.9,4.7197,3.69,7.3647,76.19
2007-12-13,102.2929,5.05,4.55,6.9,4.7197,3.69,7.3568,76.52
2007-12-14,102.2929,5.05,4.55,6.9,4.7094,3.6365,7.3589,77.38
2007-12-17,102.2929,5.0017,4.55,6.9,4.7156,3.6233,7.379,77.36
2007-12-18,102.2929,5.0119,4.55,6.9,4.6981,3.6189,7.3751,77.39
2007-12-19,102.2929,5.012,4.55,6.9,4.6888,3.6191,7.3698,77.571
2007-12-20,102.2929,5.0119,4.55,6.9,4.695,3.6252,7.3649,77.8
2007-12-21,102.2929,5.1007,4.55,6.9,4.7094,3.72,7.3572,77.624
2007-12-24,102.2929,5.1253,4.55,6.9,4.7197,3.68,7.3315,77.59
2007-12-25,102.2929,5.13,4.55,6.9,4.6888,3.6767,7.3261,77.55
2007-12-26,102.2929,5.125,4.55,6.9,4.6888,3.6768,7.3298,77.203
2007-12-27,102.2929,5.11,4.55,6.9,4.6785,3.6832,7.3079,76.619
2007-12-28,102.2929,5.11,4.55,6.9,4.6888,3.6732,7.3046,76.109
2007-12-29,102.2929,5.11,4.55,6.9,4.7094,3.6774,7.3046,76.109
2007-12-31,101.9916,5.11,5.43,6.5,4.7094,3.6774,7.3046,76.69
2008-01-02,101.9916,5.1039,5.43,6.5,4.7094,3.6894,7.2996,76.347
2008-01-03,101.9916,5.0863,5.43,6.5,4.73,3.58,7.2775,75.88
2008-01-04,101.9916,5.0816,5.43,6.5,4.73,3.59,7.2779,75.91
2008-01-07,101.9916,5.09,5.43,6.5,4.7505,3.58,7.2695,76.164
2008-01-08,101.9916,5.1,5.43,6.5,4.7608,3.5103,7.2791,76.105
2008-01-09,101.9916,5.1,5.43,6.5,4.7814,3.5201,7.2723,76.462
2008-01-10,101.9916,5.11,5.43,6.5,4.7916,3.5854,7.2805,75.86
2008-01-11,101.9916,5.15,5.43,6.5,4.8328,3.5738,7.2672,76.01
